p.adj.method	lib_cut	neg_lb	tol	max_iter	conserve	alpa	accuracy	f1_score
BH	50	TRUE	1e-05	125	TRUE	0.06	0.8928	0.229885057471264
hochberg	90	TRUE	1e-04	50	TRUE	0.07	0.9016	0.174496644295302
hommel	90	FALSE	1e-04	100	FALSE	0.01	0.9008	0.205128205128205
BY	90	FALSE	1e-05	100	TRUE	0.06	0.9008	0.205128205128205
hommel	70	TRUE	1e-04	100	TRUE	0.09	0.9016	0.174496644295302
hommel	0	FALSE	0.001	125	FALSE	0.01	0.9008	0.205128205128205
fdr	80	TRUE	1e-04	100	FALSE	0.04	0.8944	0.290322580645161
fdr	20	FALSE	1e-05	150	FALSE	0.03	0.8944	0.290322580645161
fdr	60	FALSE	1e-05	125	FALSE	0.03	0.8944	0.290322580645161
BH	80	FALSE	1e-06	150	FALSE	0.1	0.8944	0.290322580645161
hommel	80	TRUE	0.001	200	TRUE	0.04	0.9016	0.174496644295302
fdr	60	TRUE	1e-06	100	TRUE	0.06	0.8928	0.229885057471264
BH	90	TRUE	1e-05	50	FALSE	0.05	0.896	0.308510638297872
BH	30	FALSE	1e-05	125	FALSE	0.03	0.8944	0.290322580645161
BY	20	FALSE	0.001	175	TRUE	0.06	0.9008	0.205128205128205
BY	100	TRUE	0.001	175	FALSE	0.05	0.8976	0.209876543209877
fdr	80	TRUE	1e-06	175	TRUE	0.09	0.8928	0.229885057471264
bonferroni	80	FALSE	1e-06	100	FALSE	0.09	0.9008	0.194805194805195
fdr	30	FALSE	1e-04	125	FALSE	0.03	0.8944	0.290322580645161
BH	40	FALSE	0.001	175	TRUE	0.08	0.8928	0.229885057471264
bonferroni	30	TRUE	0.001	75	TRUE	0.03	0.9024	0.175675675675676
bonferroni	10	TRUE	1e-04	200	FALSE	0.01	0.9008	0.194805194805195
hochberg	50	FALSE	1e-04	75	TRUE	0.06	0.9024	0.175675675675676
hochberg	20	FALSE	1e-04	175	FALSE	0.02	0.9008	0.205128205128205
hochberg	40	TRUE	1e-05	150	FALSE	0.07	0.9008	0.205128205128205
fdr	80	TRUE	1e-04	200	TRUE	0.02	0.8928	0.229885057471264
holm	70	FALSE	1e-05	100	FALSE	0.04	0.9008	0.205128205128205
fdr	0	FALSE	1e-05	125	FALSE	0.02	0.8944	0.290322580645161
BH	0	FALSE	0.001	125	TRUE	0.04	0.8928	0.229885057471264
bonferroni	60	FALSE	1e-06	100	FALSE	0.01	0.9008	0.194805194805195
holm	20	FALSE	0.001	75	TRUE	0.06	0.9024	0.175675675675676
bonferroni	80	FALSE	1e-06	50	FALSE	0.02	0.9008	0.194805194805195
hochberg	10	FALSE	1e-06	100	FALSE	0.1	0.9008	0.205128205128205
BH	30	FALSE	1e-06	150	TRUE	0.04	0.8928	0.229885057471264
BY	10	TRUE	1e-06	50	FALSE	0.04	0.8976	0.209876543209877
BH	50	FALSE	1e-04	175	FALSE	0.04	0.8944	0.290322580645161
hommel	10	FALSE	1e-04	50	FALSE	0.09	0.9008	0.205128205128205
BH	50	TRUE	1e-04	200	FALSE	0.01	0.8944	0.290322580645161
holm	10	FALSE	0.001	50	TRUE	0.06	0.9016	0.174496644295302
BY	90	FALSE	0.001	150	TRUE	0.09	0.9008	0.205128205128205
holm	50	FALSE	1e-06	200	TRUE	0.09	0.9024	0.175675675675676
holm	20	TRUE	1e-06	150	TRUE	0.03	0.9024	0.175675675675676
hommel	80	TRUE	1e-04	175	TRUE	0.07	0.9016	0.174496644295302
hochberg	20	TRUE	1e-04	150	TRUE	0.01	0.9024	0.175675675675676
fdr	60	FALSE	1e-05	175	TRUE	0.09	0.8928	0.229885057471264
hochberg	20	FALSE	1e-04	50	TRUE	0.07	0.9016	0.174496644295302
BY	90	FALSE	1e-04	75	FALSE	0.04	0.8976	0.209876543209877
BY	80	TRUE	0.001	150	FALSE	0.04	0.8976	0.209876543209877
holm	30	FALSE	0.001	200	TRUE	0.1	0.9016	0.174496644295302
BH	20	TRUE	0.001	175	FALSE	0.02	0.8944	0.290322580645161
bonferroni	30	FALSE	0.001	150	TRUE	0.1	0.9024	0.175675675675676
BY	80	FALSE	1e-06	200	FALSE	0.01	0.8976	0.209876543209877
holm	80	TRUE	1e-06	100	FALSE	0.02	0.9008	0.205128205128205
BY	80	FALSE	0.001	125	TRUE	0.03	0.9008	0.205128205128205
hommel	40	FALSE	0.001	50	TRUE	0.06	0.9016	0.174496644295302
BH	10	FALSE	1e-06	125	FALSE	0.07	0.8944	0.290322580645161
bonferroni	80	TRUE	0.001	125	FALSE	0.08	0.9008	0.194805194805195
bonferroni	20	FALSE	0.001	100	FALSE	0.06	0.9008	0.194805194805195
fdr	50	FALSE	0.001	125	FALSE	0.03	0.8944	0.290322580645161
fdr	50	FALSE	1e-06	125	TRUE	0.03	0.8928	0.229885057471264
hochberg	100	TRUE	1e-05	200	FALSE	0.03	0.9008	0.205128205128205
bonferroni	70	TRUE	1e-06	125	FALSE	0.07	0.9008	0.194805194805195
holm	20	TRUE	1e-05	125	TRUE	0.03	0.9024	0.175675675675676
fdr	50	FALSE	1e-06	175	FALSE	0.04	0.8944	0.290322580645161
BY	30	FALSE	1e-05	75	TRUE	0.03	0.9008	0.205128205128205
bonferroni	10	TRUE	1e-05	125	FALSE	0.01	0.9008	0.194805194805195
BY	10	FALSE	0.001	150	TRUE	0.05	0.9008	0.205128205128205
fdr	90	FALSE	1e-04	200	FALSE	0.01	0.8944	0.290322580645161
hommel	90	TRUE	0.001	175	TRUE	0.07	0.9016	0.174496644295302
BH	20	TRUE	1e-04	150	TRUE	0.1	0.8928	0.229885057471264
hommel	50	FALSE	0.001	100	FALSE	0.03	0.9008	0.205128205128205
hommel	50	TRUE	1e-05	175	TRUE	0.05	0.9016	0.174496644295302
holm	10	TRUE	0.001	200	FALSE	0.07	0.9008	0.205128205128205
BY	60	FALSE	0.001	200	TRUE	0.04	0.9008	0.205128205128205
BY	10	TRUE	0.001	100	TRUE	0.06	0.9008	0.205128205128205
bonferroni	40	TRUE	1e-04	125	TRUE	0.05	0.9024	0.175675675675676
BH	20	FALSE	1e-04	125	FALSE	0.01	0.8944	0.290322580645161
hommel	60	TRUE	1e-06	75	TRUE	0.01	0.9016	0.174496644295302
hommel	40	FALSE	0.001	50	TRUE	0.08	0.9016	0.174496644295302
bonferroni	20	FALSE	1e-04	200	TRUE	0.05	0.9024	0.175675675675676
hommel	10	TRUE	1e-06	125	FALSE	0.08	0.9008	0.205128205128205
BY	30	TRUE	1e-05	50	FALSE	0.04	0.8976	0.209876543209877
hochberg	10	TRUE	1e-05	100	TRUE	0.07	0.9024	0.175675675675676
bonferroni	30	TRUE	1e-06	200	TRUE	0.02	0.9024	0.175675675675676
hochberg	50	TRUE	0.001	175	TRUE	0.09	0.9016	0.174496644295302
bonferroni	80	TRUE	0.001	50	FALSE	0.03	0.9008	0.194805194805195
BH	80	FALSE	1e-04	100	TRUE	0.07	0.8928	0.229885057471264
hochberg	90	FALSE	1e-06	125	TRUE	0.09	0.9024	0.175675675675676
bonferroni	20	TRUE	1e-04	75	TRUE	0.01	0.9024	0.175675675675676
hochberg	0	TRUE	1e-04	175	TRUE	0.07	0.9024	0.175675675675676
hochberg	60	TRUE	1e-04	75	FALSE	0.09	0.9008	0.205128205128205
BY	70	TRUE	1e-06	125	TRUE	0.01	0.9008	0.205128205128205
hochberg	80	FALSE	1e-06	50	TRUE	0.07	0.9016	0.174496644295302
BH	10	TRUE	1e-04	125	TRUE	0.04	0.8928	0.229885057471264
hochberg	60	FALSE	1e-06	100	FALSE	0.06	0.9008	0.205128205128205
bonferroni	20	FALSE	1e-04	75	TRUE	0.07	0.9024	0.175675675675676
BH	10	FALSE	1e-05	50	FALSE	0.04	0.896	0.308510638297872
BY	30	TRUE	1e-06	100	TRUE	0.06	0.9008	0.205128205128205
hommel	10	TRUE	1e-04	200	FALSE	0.02	0.9008	0.205128205128205
fdr	100	FALSE	0.001	75	TRUE	0.01	0.8928	0.229885057471264
holm	10	FALSE	1e-05	75	FALSE	0.1	0.9008	0.205128205128205
bonferroni	80	TRUE	0.001	75	TRUE	0.01	0.9024	0.175675675675676
fdr	90	TRUE	1e-04	100	FALSE	0.08	0.8944	0.290322580645161
hommel	50	TRUE	1e-04	100	FALSE	0.1	0.9008	0.205128205128205
hommel	50	FALSE	1e-06	75	TRUE	0.08	0.9016	0.174496644295302
BY	90	FALSE	1e-06	125	FALSE	0.09	0.8976	0.209876543209877
hochberg	40	FALSE	1e-05	75	FALSE	0.04	0.9008	0.205128205128205
holm	80	TRUE	1e-06	200	TRUE	0.02	0.9024	0.175675675675676
bonferroni	70	FALSE	0.001	75	FALSE	0.08	0.9008	0.194805194805195
BY	10	FALSE	1e-06	50	TRUE	0.08	0.9008	0.205128205128205
bonferroni	60	TRUE	1e-06	50	FALSE	0.05	0.9008	0.194805194805195
hommel	10	FALSE	1e-04	50	TRUE	0.04	0.9016	0.174496644295302
BY	30	TRUE	1e-04	125	TRUE	0.1	0.9008	0.205128205128205
BH	30	TRUE	0.001	150	FALSE	0.03	0.8944	0.290322580645161
holm	50	FALSE	1e-04	200	FALSE	0.09	0.9008	0.205128205128205
hochberg	20	TRUE	1e-06	125	FALSE	0.07	0.9008	0.205128205128205
fdr	90	TRUE	0.001	175	FALSE	0.04	0.8944	0.290322580645161
hochberg	30	TRUE	0.001	50	TRUE	0.09	0.9016	0.174496644295302
BH	80	TRUE	0.001	50	FALSE	0.07	0.896	0.308510638297872
bonferroni	40	TRUE	1e-06	50	TRUE	0.04	0.9016	0.174496644295302
BH	90	FALSE	1e-05	150	TRUE	0.05	0.8928	0.229885057471264
holm	40	FALSE	1e-05	175	TRUE	0.1	0.9024	0.175675675675676
hommel	60	FALSE	1e-05	200	TRUE	0.02	0.9016	0.174496644295302
BY	50	FALSE	1e-04	175	TRUE	0.1	0.9008	0.205128205128205
BY	60	TRUE	1e-04	50	FALSE	0.07	0.8976	0.209876543209877
BY	100	TRUE	1e-06	200	TRUE	0.06	0.9008	0.205128205128205
fdr	40	FALSE	1e-04	125	TRUE	0.02	0.8928	0.229885057471264
hochberg	90	FALSE	1e-05	125	TRUE	0.01	0.9024	0.175675675675676
BY	0	FALSE	0.001	75	TRUE	0.05	0.9008	0.205128205128205
hochberg	30	TRUE	1e-06	100	FALSE	0.1	0.9008	0.205128205128205
hommel	60	FALSE	1e-06	50	FALSE	0.05	0.9008	0.205128205128205
BH	40	FALSE	1e-06	150	FALSE	0.1	0.8944	0.290322580645161
fdr	70	FALSE	0.001	50	FALSE	0.01	0.896	0.308510638297872
hochberg	50	FALSE	1e-05	50	FALSE	0.03	0.9008	0.205128205128205
BY	80	FALSE	1e-04	75	FALSE	0.01	0.8976	0.209876543209877
BH	50	TRUE	1e-06	200	TRUE	0.05	0.8928	0.229885057471264
bonferroni	30	TRUE	1e-05	75	TRUE	0.01	0.9024	0.175675675675676
BY	10	FALSE	1e-05	150	FALSE	0.09	0.8976	0.209876543209877
holm	0	TRUE	1e-04	100	TRUE	0.04	0.9024	0.175675675675676
hommel	20	TRUE	1e-04	175	TRUE	0.09	0.9016	0.174496644295302
hommel	30	TRUE	1e-04	150	TRUE	0.06	0.9016	0.174496644295302
fdr	80	FALSE	0.001	150	TRUE	0.07	0.8928	0.229885057471264
bonferroni	100	FALSE	0.001	200	FALSE	0.05	0.9008	0.194805194805195
BY	10	FALSE	0.001	200	TRUE	0.02	0.9008	0.205128205128205
hochberg	100	FALSE	1e-05	150	FALSE	0.08	0.9008	0.205128205128205
BH	0	FALSE	1e-06	200	FALSE	0.03	0.8944	0.290322580645161
BY	20	TRUE	0.001	50	FALSE	0.01	0.8976	0.209876543209877
bonferroni	40	TRUE	0.001	200	FALSE	0.03	0.9008	0.194805194805195
BH	0	TRUE	1e-05	75	FALSE	0.09	0.8944	0.290322580645161
BY	0	TRUE	1e-05	50	FALSE	0.05	0.8976	0.209876543209877
hommel	50	TRUE	1e-06	150	TRUE	0.04	0.9016	0.174496644295302
holm	0	TRUE	1e-05	100	FALSE	0.07	0.9008	0.205128205128205
BH	0	TRUE	0.001	150	TRUE	0.07	0.8928	0.229885057471264
BH	0	TRUE	1e-06	150	TRUE	0.08	0.8928	0.229885057471264
BY	60	FALSE	1e-04	75	TRUE	0.06	0.9008	0.205128205128205
holm	40	FALSE	1e-04	75	TRUE	0.1	0.9024	0.175675675675676
fdr	60	FALSE	0.001	175	FALSE	0.01	0.8944	0.290322580645161
holm	30	FALSE	1e-06	100	FALSE	0.02	0.9008	0.205128205128205
fdr	10	FALSE	1e-05	75	FALSE	0.01	0.8944	0.290322580645161
bonferroni	50	FALSE	1e-05	50	FALSE	0.08	0.9008	0.194805194805195
BH	10	TRUE	0.001	100	FALSE	0.02	0.8944	0.290322580645161
bonferroni	10	TRUE	1e-06	200	TRUE	0.05	0.9024	0.175675675675676
BY	70	TRUE	0.001	200	FALSE	0.05	0.8976	0.209876543209877
BH	80	TRUE	1e-05	100	FALSE	0.04	0.8944	0.290322580645161
hommel	80	TRUE	1e-06	100	FALSE	0.1	0.9008	0.205128205128205
BY	20	TRUE	1e-05	150	TRUE	0.06	0.9008	0.205128205128205
fdr	80	TRUE	1e-04	125	FALSE	0.01	0.8944	0.290322580645161
holm	40	FALSE	1e-05	125	TRUE	0.09	0.9024	0.175675675675676
BH	20	TRUE	1e-04	75	TRUE	0.1	0.8928	0.229885057471264
fdr	90	FALSE	1e-05	75	TRUE	0.06	0.8928	0.229885057471264
hochberg	50	TRUE	1e-04	150	FALSE	0.08	0.9008	0.205128205128205
hochberg	100	FALSE	0.001	175	FALSE	0.1	0.9008	0.205128205128205
fdr	10	FALSE	1e-05	50	FALSE	0.06	0.896	0.308510638297872
holm	50	FALSE	1e-04	50	TRUE	0.1	0.9016	0.174496644295302
hommel	60	FALSE	1e-06	125	TRUE	0.01	0.9016	0.174496644295302
holm	40	FALSE	1e-06	200	TRUE	0.09	0.9024	0.175675675675676
bonferroni	60	TRUE	1e-06	100	FALSE	0.04	0.9008	0.194805194805195
hochberg	100	FALSE	0.001	50	TRUE	0.04	0.9016	0.174496644295302
fdr	30	TRUE	1e-05	150	FALSE	0.08	0.8944	0.290322580645161
hochberg	30	TRUE	1e-06	150	TRUE	0.07	0.9024	0.175675675675676
bonferroni	50	FALSE	1e-05	100	TRUE	0.04	0.9024	0.175675675675676
fdr	90	FALSE	0.001	150	FALSE	0.06	0.8944	0.290322580645161
fdr	40	TRUE	1e-05	125	TRUE	0.06	0.8928	0.229885057471264
hochberg	30	TRUE	1e-05	150	TRUE	0.09	0.9024	0.175675675675676
hommel	20	TRUE	0.001	125	TRUE	0.09	0.9016	0.174496644295302
fdr	30	TRUE	1e-06	125	TRUE	0.1	0.8928	0.229885057471264
BY	80	TRUE	1e-06	75	TRUE	0.01	0.9008	0.205128205128205
bonferroni	50	TRUE	0.001	125	TRUE	0.07	0.9024	0.175675675675676
bonferroni	50	FALSE	0.001	50	FALSE	0.01	0.9008	0.194805194805195
fdr	80	FALSE	1e-04	50	FALSE	0.03	0.896	0.308510638297872
holm	0	TRUE	1e-04	150	TRUE	0.05	0.9024	0.175675675675676
fdr	50	FALSE	1e-06	75	FALSE	0.06	0.8944	0.290322580645161
BH	10	FALSE	0.001	150	FALSE	0.08	0.8944	0.290322580645161
fdr	40	TRUE	1e-04	125	FALSE	0.07	0.8944	0.290322580645161
bonferroni	0	FALSE	1e-05	175	FALSE	0.03	0.9008	0.194805194805195
hochberg	80	FALSE	1e-04	50	FALSE	0.06	0.9008	0.205128205128205
BY	20	FALSE	1e-04	75	FALSE	0.01	0.8976	0.209876543209877
hommel	30	FALSE	0.001	125	TRUE	0.09	0.9016	0.174496644295302
holm	70	FALSE	1e-05	125	TRUE	0.08	0.9024	0.175675675675676
holm	30	FALSE	0.001	125	FALSE	0.07	0.9008	0.205128205128205
fdr	30	FALSE	1e-04	200	TRUE	0.03	0.8928	0.229885057471264
holm	0	TRUE	1e-04	100	TRUE	0.04	0.9024	0.175675675675676
hommel	40	FALSE	1e-04	150	FALSE	0.04	0.9008	0.205128205128205
bonferroni	90	TRUE	1e-04	150	TRUE	0.02	0.9024	0.175675675675676
hommel	80	TRUE	1e-05	100	TRUE	0.1	0.9016	0.174496644295302
BY	20	TRUE	1e-05	200	TRUE	0.1	0.9008	0.205128205128205
fdr	50	FALSE	0.001	100	FALSE	0.08	0.8944	0.290322580645161
fdr	70	TRUE	1e-06	175	FALSE	0.07	0.8944	0.290322580645161
hochberg	0	FALSE	1e-05	125	FALSE	0.02	0.9008	0.205128205128205
hommel	90	TRUE	0.001	75	TRUE	0.07	0.9016	0.174496644295302
hochberg	40	TRUE	1e-04	175	TRUE	0.02	0.9024	0.175675675675676
bonferroni	40	FALSE	0.001	75	TRUE	0.07	0.9024	0.175675675675676
BY	80	FALSE	1e-05	150	FALSE	0.03	0.8976	0.209876543209877
hochberg	0	FALSE	1e-05	50	TRUE	0.04	0.9016	0.174496644295302
bonferroni	10	TRUE	1e-05	75	TRUE	0.07	0.9024	0.175675675675676
holm	0	FALSE	0.001	75	FALSE	0.03	0.9008	0.205128205128205
hommel	90	FALSE	1e-05	125	TRUE	0.07	0.9016	0.174496644295302
holm	10	FALSE	1e-06	50	FALSE	0.1	0.9008	0.205128205128205
BH	80	FALSE	1e-04	100	TRUE	0.09	0.8928	0.229885057471264
fdr	80	FALSE	1e-05	200	TRUE	0.09	0.8928	0.229885057471264
BY	60	TRUE	0.001	100	FALSE	0.08	0.8976	0.209876543209877
hommel	70	FALSE	1e-06	75	FALSE	0.04	0.9008	0.205128205128205
hommel	0	TRUE	1e-04	125	TRUE	0.01	0.9016	0.174496644295302
fdr	100	TRUE	1e-05	50	FALSE	0.05	0.896	0.308510638297872
BH	100	TRUE	1e-04	150	TRUE	0.03	0.8928	0.229885057471264
bonferroni	100	FALSE	1e-06	100	FALSE	0.02	0.9008	0.194805194805195
holm	40	TRUE	1e-04	100	FALSE	0.08	0.9008	0.205128205128205
BY	60	FALSE	1e-06	50	TRUE	0.03	0.9008	0.205128205128205
BY	90	FALSE	0.001	125	FALSE	0.1	0.8976	0.209876543209877
hommel	40	FALSE	1e-06	175	TRUE	0.01	0.9016	0.174496644295302
bonferroni	10	TRUE	0.001	50	FALSE	0.08	0.9008	0.194805194805195
hommel	20	TRUE	0.001	75	FALSE	0.06	0.9008	0.205128205128205
BY	40	TRUE	1e-06	175	FALSE	0.07	0.8976	0.209876543209877
hommel	0	TRUE	1e-04	75	TRUE	0.04	0.9016	0.174496644295302
hommel	60	TRUE	1e-06	200	FALSE	0.02	0.9008	0.205128205128205
hommel	50	TRUE	0.001	150	TRUE	0.1	0.9016	0.174496644295302
fdr	20	FALSE	1e-05	200	TRUE	0.1	0.8928	0.229885057471264
BH	50	TRUE	1e-06	125	TRUE	0.09	0.8928	0.229885057471264
hochberg	30	FALSE	0.001	75	TRUE	0.08	0.9024	0.175675675675676
BH	30	FALSE	1e-05	200	FALSE	0.03	0.8944	0.290322580645161
hochberg	60	FALSE	1e-05	100	FALSE	0.04	0.9008	0.205128205128205
bonferroni	10	TRUE	1e-04	125	FALSE	0.1	0.9008	0.194805194805195
bonferroni	50	TRUE	1e-05	100	TRUE	0.09	0.9024	0.175675675675676
holm	60	FALSE	1e-04	125	TRUE	0.05	0.9024	0.175675675675676
hommel	20	TRUE	1e-06	100	TRUE	0.05	0.9016	0.174496644295302
BY	50	FALSE	1e-05	200	TRUE	0.1	0.9008	0.205128205128205
BY	20	FALSE	1e-06	50	TRUE	0.04	0.9008	0.205128205128205
BY	100	TRUE	1e-04	200	TRUE	0.04	0.9008	0.205128205128205
BY	100	TRUE	1e-05	75	FALSE	0.06	0.8976	0.209876543209877
hommel	30	FALSE	1e-06	75	FALSE	0.06	0.9008	0.205128205128205
holm	50	FALSE	1e-06	75	FALSE	0.02	0.9008	0.205128205128205
hochberg	40	FALSE	1e-05	100	FALSE	0.06	0.9008	0.205128205128205
holm	50	FALSE	1e-05	50	TRUE	0.02	0.9016	0.174496644295302
BH	80	FALSE	0.001	125	TRUE	0.03	0.8928	0.229885057471264
holm	100	TRUE	1e-06	200	FALSE	0.08	0.9008	0.205128205128205
BH	10	TRUE	0.001	150	TRUE	0.04	0.8928	0.229885057471264
hommel	90	FALSE	1e-05	100	TRUE	0.07	0.9016	0.174496644295302
BH	20	TRUE	1e-05	50	TRUE	0.04	0.8912	0.227272727272727
fdr	80	TRUE	0.001	150	TRUE	0.02	0.8928	0.229885057471264
BY	0	FALSE	1e-04	100	TRUE	0.02	0.9008	0.205128205128205
BH	100	FALSE	1e-04	50	FALSE	0.06	0.896	0.308510638297872
BH	20	FALSE	1e-06	125	FALSE	0.09	0.8944	0.290322580645161
fdr	20	FALSE	1e-05	125	FALSE	0.02	0.8944	0.290322580645161
holm	10	FALSE	1e-04	100	FALSE	0.02	0.9008	0.205128205128205
bonferroni	70	TRUE	1e-04	200	TRUE	0.02	0.9024	0.175675675675676
hommel	100	FALSE	1e-06	100	TRUE	0.05	0.9016	0.174496644295302
bonferroni	60	TRUE	1e-05	100	FALSE	0.09	0.9008	0.194805194805195
hommel	40	FALSE	1e-04	50	TRUE	0.1	0.9016	0.174496644295302
hochberg	0	FALSE	1e-04	75	TRUE	0.04	0.9024	0.175675675675676
holm	80	FALSE	0.001	200	FALSE	0.06	0.9008	0.205128205128205
fdr	90	TRUE	0.001	100	FALSE	0.02	0.8944	0.290322580645161
fdr	70	TRUE	1e-06	125	TRUE	0.06	0.8928	0.229885057471264
hommel	40	TRUE	1e-06	100	TRUE	0.1	0.9016	0.174496644295302
fdr	90	FALSE	1e-04	200	FALSE	0.05	0.8944	0.290322580645161
hommel	90	TRUE	1e-06	200	FALSE	0.09	0.9008	0.205128205128205
bonferroni	20	TRUE	1e-05	175	FALSE	0.05	0.9008	0.194805194805195
BH	20	FALSE	1e-05	125	FALSE	0.08	0.8944	0.290322580645161
hommel	70	FALSE	1e-06	100	FALSE	0.08	0.9008	0.205128205128205
fdr	80	FALSE	1e-04	150	TRUE	0.08	0.8928	0.229885057471264
BH	70	TRUE	1e-04	175	TRUE	0.07	0.8928	0.229885057471264
BY	10	FALSE	0.001	200	TRUE	0.06	0.9008	0.205128205128205
holm	70	TRUE	1e-05	75	FALSE	0.08	0.9008	0.205128205128205
hochberg	90	TRUE	1e-04	150	FALSE	0.06	0.9008	0.205128205128205
BY	70	TRUE	0.001	175	FALSE	0.09	0.8976	0.209876543209877
bonferroni	60	FALSE	1e-04	75	FALSE	0.06	0.9008	0.194805194805195
BH	60	FALSE	1e-06	100	FALSE	0.08	0.8944	0.290322580645161
hommel	90	FALSE	0.001	150	TRUE	0.06	0.9016	0.174496644295302
bonferroni	80	FALSE	0.001	150	FALSE	0.08	0.9008	0.194805194805195
BH	40	TRUE	1e-04	125	FALSE	0.08	0.8944	0.290322580645161
BY	50	FALSE	1e-06	150	FALSE	0.02	0.8976	0.209876543209877
BH	100	FALSE	1e-04	175	FALSE	0.02	0.8944	0.290322580645161
fdr	90	TRUE	1e-05	125	FALSE	0.09	0.8944	0.290322580645161
holm	80	TRUE	1e-04	175	TRUE	0.01	0.9024	0.175675675675676
BH	40	FALSE	1e-05	175	TRUE	0.04	0.8928	0.229885057471264
bonferroni	40	FALSE	1e-04	50	FALSE	0.09	0.9008	0.194805194805195
holm	30	FALSE	1e-06	175	TRUE	0.02	0.9024	0.175675675675676
holm	50	FALSE	1e-06	200	TRUE	0.02	0.9024	0.175675675675676
bonferroni	50	TRUE	0.001	150	FALSE	0.1	0.9008	0.194805194805195
hommel	50	FALSE	1e-04	100	TRUE	0.03	0.9016	0.174496644295302
bonferroni	90	FALSE	0.001	125	TRUE	0.1	0.9024	0.175675675675676
bonferroni	50	TRUE	1e-06	150	TRUE	0.06	0.9024	0.175675675675676
